Hora del día,Dispositivos,Ancho de banda (Mbps),Tipo de tráfico,Tráfico de datos (Bytes)
11,650,82,web,299364.9456222511
12,925,88,audio,440001.48744121735
8,1398,48,ssh,630603.9182852643
11,187,74,ftp,419290.483230619
15,980,78,ssh,513147.11617669335
17,1200,65,video,542550.8001314079
14,1200,18,ftp,689742.006822963
16,639,79,web,431553.2172666592
12,344,37,ssh,296303.69130288623
17,677,54,video,501951.39545957383
11,1081,35,ftp,601207.3858017678
15,816,37,video,502899.1339560075
16,241,49,web,225175.58698661852
14,992,24,ftp,491986.8245249257
14,1491,15,video,604924.439432373
12,1207,36,audio,422351.13693586417
11,1266,47,ftp,562285.3784257574
17,451,77,ftp,447779.9308763267
8,644,84,ftp,540845.6891207667
17,1012,94,ftp,641372.6233014598
17,251,73,audio,360823.3010937337
14,1281,39,web,479153.76272481825
8,752,91,audio,364853.3217708117
8,1057,12,audio,403876.32130612724
12,862,71,video,442328.12356087303
16,1426,21,ssh,615183.6113567255
13,723,39,ssh,430737.2631009467
10,755,94,video,467524.2146937167
10,549,47,audio,387056.03744908783
14,820,94,video,440169.3485089507
13,1347,69,ftp,732963.4822700671
16,142,47,video,337576.0748238971
13,363,24,video,361653.9488202907
12,1126,27,ftp,513728.5240196241
17,1391,61,ssh,553336.8845217132
14,695,38,ftp,535205.8181389841
8,1139,69,web,441786.6062316004
14,1457,30,video,542830.9778177524
10,1182,26,video,582904.6950291544
16,1112,27,ssh,602646.7987127157
13,276,66,audio,257782.93741460075
16,162,46,ftp,436942.43335267535
12,1057,69,audio,579746.4566861705
14,1102,47,web,351771.7998600147
11,660,21,ftp,523913.49694575527
14,1430,84,web,481862.77236383286
8,1369,93,web,495644.8145459256
14,1412,82,web,556763.6823159191
15,1054,10,ftp,571488.1455644317
12,1455,67,ftp,740445.6135853587
9,949,12,ssh,601860.1697135981
12,1378,72,video,574913.7368672118
13,703,30,audio,409844.43437470926
9,705,32,audio,322477.9614898363
13,929,18,web,360762.9654515606
13,1322,92,ftp,666566.2453645879
8,1394,64,ftp,690646.7962829298
8,845,28,web,383233.79678784625
17,657,71,video,446417.25754412706
10,163,96,audio,357281.1422866462
17,1353,48,ssh,706102.3720780815
17,1041,85,video,578042.6871589951
10,348,36,ftp,411798.6734139136
11,1369,55,web,425708.55916300486
9,1039,43,audio,383680.9322654981
16,256,42,web,299658.30351190805
17,834,59,ftp,520711.5896255318
14,1084,29,web,435141.88270555035
14,1211,49,audio,432644.53260879434
13,1436,67,web,526877.3059920986
10,1189,40,audio,458660.97913652804
13,761,47,web,407381.92809299135
15,1143,95,web,508172.72891606356
15,132,54,audio,350153.2706001056
16,657,50,web,409440.9359144556
8,172,18,video,290581.5416994099
8,924,18,ssh,425860.3466787698
10,1466,72,video,526573.8472501311
10,1256,88,ssh,490857.5735342031
17,1178,86,video,509416.7083285953
15,160,31,ssh,375941.18288523244
17,371,25,web,243717.29095874188
8,345,41,audio,270493.21977950743
9,1299,75,audio,516935.77097307006
9,727,99,ftp,524696.7370967121
10,1440,23,ssh,543408.5599793708
13,804,47,ftp,546638.3166218284
8,761,17,ftp,455775.47566135775
9,1254,30,ssh,547260.6751510468
8,1225,65,audio,534638.8482211502
12,409,55,ssh,405774.73479519127
14,1415,52,web,567547.8776673872
15,594,55,ftp,592881.7993468984
17,1484,57,ftp,681334.7345710478
8,437,79,ssh,361343.8116792112
14,678,93,ftp,549472.2919039903
12,109,40,audio,309466.38816984446
17,148,42,ftp,411090.4546885656
8,722,53,ssh,506304.514913107
10,1444,80,audio,589221.9994568044
14,830,17,audio,355798.71748186974
17,894,82,ftp,570997.4455855706
8,1070,11,ssh,545133.1016063504
14,232,26,ftp,436992.3774820785
12,182,61,web,192596.92367281608
8,156,54,web,180590.97759402063
8,475,46,audio,304474.022363629
8,448,51,ftp,376857.27875222696
16,370,53,web,318782.15532413474
10,210,90,video,313065.39055304043
12,968,47,web,237914.18881009507
17,986,15,ftp,588506.4515845274
16,175,77,ftp,416421.4370553246
13,1281,60,web,535641.1096151338
16,428,44,ftp,458327.7489540016
15,221,67,ftp,397817.83182106947
15,140,66,video,361396.6334981008
8,1290,82,audio,455977.63159962086
16,1021,15,ftp,552727.1899373884
13,741,22,ssh,499675.0691412203
16,1146,68,audio,441176.6346055217
10,378,95,audio,250236.31709002735
10,862,39,ssh,578199.9001047169
13,568,11,web,313074.93688003224
16,108,67,video,321889.53575028176
14,112,45,ftp,414726.1395149032
10,1023,81,web,420393.2179058078
10,1022,54,ssh,580066.872480671
9,1175,18,video,451201.2354342494
16,1332,74,video,601707.3262982841
10,1314,86,video,530464.791189488
12,1174,59,ssh,564850.9377743688
16,752,88,web,382434.6433732452
15,720,41,ftp,539166.0713473664
9,1423,52,video,592378.3449151285
10,295,87,video,376854.3279557797
9,516,63,web,204291.5395313911
15,763,56,video,387708.8396467279
13,1479,23,video,553814.1657620354
13,247,57,ssh,484331.26312209124
16,1100,64,audio,439420.4083749199
15,1488,38,web,481188.86451936234
11,463,56,web,248782.69865217392
11,501,72,web,263497.780795596
16,705,28,ssh,493911.9871952528
8,328,18,ssh,434638.86380978255
9,636,46,ftp,517998.41999402945
9,367,61,ssh,358723.4519286454
13,1134,66,web,562461.4755401603
11,1443,97,ftp,696028.6610480563
17,225,37,audio,269638.9521808943
10,405,45,video,424104.8187338795
10,1212,73,video,505446.4691028091
10,1478,27,ftp,742245.6827493721
13,727,98,audio,365867.86045166664
15,1475,44,video,663501.5194460684
14,788,77,ftp,576152.3832140847
11,1137,87,ssh,640452.6116351216
11,1380,48,web,550088.2854350773
17,1332,99,audio,494269.6354739373
9,380,17,video,393288.59103791614
8,542,97,web,226454.80477872974
16,936,89,ftp,559340.7822375885
9,488,93,video,348929.52701037814
15,716,24,web,355381.83180889307
16,246,16,ssh,388850.793846743
11,1402,26,audio,490043.1957918582
15,620,95,ftp,553811.7639511181
16,729,95,video,502864.47946467367
17,533,73,ssh,511512.40619706764
17,243,21,audio,348808.34178075654
12,388,91,audio,424101.74063837196
14,113,65,ssh,374031.88137792615
17,356,55,video,357645.55189345416
11,1469,56,audio,557476.8064592595
8,1468,88,ftp,620387.259186769
10,1330,25,web,394564.7933944194
12,957,78,ftp,640369.0473196395
10,1042,11,audio,407693.5812591148
14,1295,63,web,400090.37708209804
16,563,36,ssh,386109.8467317413
13,369,40,web,261235.83396969037
17,1344,50,web,535894.8268484005
8,1275,45,web,473927.28887655935
14,722,56,audio,397944.02514464187
10,1306,52,video,637645.4709548064
12,171,74,audio,275958.98170297686
17,1406,59,video,588771.6188301295
11,173,10,ssh,216228.20451305
17,454,81,ssh,443931.85254193924
12,596,66,ssh,504800.7517454247
12,1451,25,ssh,690898.0668429852
13,1087,37,ssh,509388.26831663575
17,679,95,ftp,591412.6164646525
17,1009,91,audio,534643.9516161644
13,472,31,video,375460.40765979496
15,461,50,ssh,328035.9771236385
15,192,85,ftp,468264.49997871264
16,1444,28,ftp,720871.5312030447
15,423,98,ftp,461228.8552490771
9,483,59,audio,308392.27345628064
17,674,68,ssh,446025.1978935618
8,835,78,ftp,417492.6225709824
17,836,43,ftp,625050.2205893828
9,445,48,ssh,407812.5733099074
9,1226,83,audio,561583.7498352492
10,1338,16,ftp,668466.1095953089
17,1315,61,video,560789.5119167275
14,818,69,web,363940.9669947796
9,880,61,web,379808.86953850865
8,1119,88,web,456144.17083778715
13,1317,33,audio,511033.53153710056
16,763,35,ftp,605379.6572644742
10,699,99,web,324466.56316627644
13,110,99,web,186642.82266071567
10,286,19,ssh,363459.5373219435
8,825,26,ftp,528259.2445368092
12,1138,87,ftp,571023.2302630356
17,877,11,ssh,449063.8957926689
11,1420,86,ftp,704369.3148236714
14,510,36,video,369682.15743147884
13,1055,82,audio,458707.9547168999
17,684,80,ssh,493815.3667149588
14,1175,57,web,509530.0450881606
12,1151,83,ftp,694788.05801975
11,676,18,video,337332.3154980416
14,1140,95,video,518860.33934597764
14,1474,32,audio,573300.2133984796
13,1352,80,video,605496.8118551621
15,1088,82,ftp,631527.1018835107
11,1333,36,ftp,582719.9897517882
17,1417,97,video,582772.9976923227
12,842,90,ftp,547561.6216226855
11,1227,93,ftp,660749.716555955
8,303,80,web,325786.3577348619
15,1176,52,ssh,551855.9882605936
8,1073,16,ftp,511298.237622238
12,1039,92,ftp,608370.6761586028
13,1498,72,audio,602186.9490257029
13,1177,93,ssh,524555.8516619648
12,1399,53,ssh,688981.7075437474
10,1458,48,ssh,606998.4318942166
12,1154,49,video,478583.9998843313
15,1258,16,web,354590.53566189203
9,1181,79,web,456026.03867103136
13,204,34,audio,264241.44023792323
16,1389,68,ssh,650335.2741377254
15,352,22,ssh,361359.4129494318
15,394,95,ftp,485345.1982874488
15,767,90,video,449070.9376822631
14,1281,95,video,568670.3447310897
15,648,71,audio,356622.38368120947
13,730,17,web,242790.95196563893
9,1190,54,ssh,696424.9872648304
9,398,27,audio,219929.7876331243
15,200,97,video,372572.9503471269
8,1179,69,video,421698.6085787979
13,431,69,video,285847.62816910126
13,935,11,ssh,512391.3245926134
11,492,75,ssh,449618.37938841514
17,973,23,ssh,604174.9495401192
10,480,57,ftp,494477.3420507853
10,191,65,web,213209.46406271044
8,546,21,video,312219.9877967498
10,208,64,video,398550.6034116774
11,416,37,ftp,503142.5623025112
12,1291,98,video,504883.52611257875
10,541,13,video,366598.18641053175
13,317,99,ssh,435102.61157632485
12,1345,45,ssh,584217.3171697166
10,772,59,web,372492.52429033973
13,377,12,video,387986.65691740887
13,1108,10,audio,432075.7151097447
15,668,26,video,407556.53771011706
9,1109,80,video,581747.9231333765
8,974,71,web,416941.9446181118
11,565,57,audio,350118.0194954192
14,938,71,video,411639.54804599733
17,853,78,audio,461800.00531525176
10,937,28,ssh,536304.1732458834
10,129,43,ssh,209573.91858008134
12,458,58,audio,343193.47241590125
12,1411,89,video,565865.4006602132
17,185,56,audio,288957.28599352244
10,1357,59,audio,455530.95236183394
16,846,98,ssh,540790.5354798179
11,412,35,audio,374499.57880906656
10,464,65,ftp,452980.0750592242
9,1004,87,ftp,637578.6779396592
17,1392,23,ssh,584583.4390560195
16,797,87,video,520837.8096328019
11,230,34,video,318082.7927810976
10,902,13,ssh,504501.24143946404
14,888,88,video,491957.66280487436
15,450,41,web,317581.26162206044
9,279,91,ftp,317920.7441033121
14,1286,87,web,399708.7343271215
12,1219,74,web,461654.0249004322
12,873,70,web,267423.08230518823
10,609,29,ssh,409770.9822176395
12,464,83,web,291582.9579481675
9,1080,19,audio,379092.9931193552
11,452,97,video,359321.9298653113
13,899,43,ssh,529879.1100076797
8,1206,70,audio,516664.74778899044
17,1348,36,audio,474677.5309372596
11,511,49,ftp,452947.09019063145
13,834,74,ftp,532236.9513336477
16,1080,42,audio,345931.0124061361
9,217,77,ftp,433985.58951587544
14,581,80,video,472935.8872914246
13,291,18,video,383032.1603657941
9,690,25,ftp,451961.68117796304
15,689,14,web,257215.09757399285
14,758,32,audio,388680.2773795842
12,206,52,video,368663.68432832335
12,481,98,ftp,512942.5224155192
14,882,66,ftp,593865.231793688
16,489,60,video,464891.54638681165
16,343,22,video,322643.1720384648
16,684,33,web,322301.4956663485
13,968,20,ftp,650330.27558806
17,567,61,ftp,519059.4438451186
13,965,26,ssh,457633.1517016714
10,1033,46,web,346132.19518748525
8,1333,22,video,470691.0074389379
14,703,71,video,463958.12928506354
11,1114,93,audio,429502.64982056106
8,1196,17,video,501251.71264306223
15,1432,65,ftp,657096.7390729676
13,959,92,video,396631.0730800886
13,1309,79,ftp,681630.9893490961
9,1376,53,ftp,654123.1840773445
8,112,69,web,222787.89078544202
9,398,50,video,315950.6390417372
11,1199,30,web,370822.7762320312
9,1174,95,ftp,647373.3429240773
8,886,51,video,518650.97862654907
14,248,83,video,361658.4004753164
15,221,83,web,281929.25480235723
13,1334,38,web,434720.61577871465
11,1403,89,ftp,602918.4739063157
13,637,74,ftp,577771.4709577028
10,1279,26,video,564220.7119543081
15,1361,39,video,602238.7012587597
17,475,35,ssh,438402.7280828791
9,181,62,ssh,392052.804986927
12,591,28,audio,386888.0898693915
8,455,62,ftp,543007.9342478353
13,1024,94,audio,516226.3052323721
9,1396,26,audio,490391.06125168194
11,1167,55,web,350487.3372287814
13,1104,94,web,440582.91488358704
17,222,62,ssh,423228.8697924654
15,1472,73,audio,591351.4887659152
15,807,54,ssh,581094.5929661712
13,429,58,ftp,475042.47439716104
11,1090,28,video,592049.3594906556
15,422,80,web,211435.64899797115
15,1234,90,ftp,687767.0936230812
17,869,74,ftp,555873.9803907985
8,1212,46,web,310038.90001555986
11,532,79,web,290811.28118504205
11,809,35,audio,311441.36507895216
14,893,11,ssh,496028.60509835917
14,811,68,ftp,567938.4624047228
15,1222,14,audio,532327.0704667974
12,638,46,audio,285220.7432618031
14,700,40,ftp,575422.2582822887
15,1269,85,ftp,676204.0225139897
16,356,57,video,431142.45768047974
10,1312,15,ssh,548312.4412484436
10,1363,24,ftp,567987.7706618278
11,970,24,web,300125.0336892067
12,998,70,video,430009.6273166442
17,908,25,ssh,552990.7076460328
8,776,29,web,383546.101110735
14,370,86,web,258752.42366723897
16,649,53,ssh,517756.76491288916
15,1237,51,video,471727.897093219
12,1462,55,web,488916.06245886494
11,667,43,audio,393328.13081685634
14,1085,73,ssh,501093.76123615657
12,458,38,ssh,410405.8265510073
14,1457,12,ftp,703195.8570242783
8,1292,18,video,360711.4676385261
8,1462,84,audio,591172.6530850872
17,897,84,audio,474083.9687945524
10,1384,34,ftp,679636.3823858672
9,986,95,web,369064.0360402618
9,1322,51,web,348763.8759217322
14,310,55,audio,336203.1478158476
17,386,82,video,399070.4837291744
9,842,93,web,361505.77277161606
11,1146,68,ssh,622580.3492599477
9,1232,30,ftp,644503.1936931299
13,395,83,video,481561.87085448066
15,105,31,web,219192.71144367495
17,649,38,audio,349239.3781104442
11,780,72,ftp,537579.1576545637
12,894,82,web,400583.1686269303
11,302,70,audio,351192.82594964886
10,424,73,web,197948.30242806405
12,924,78,ftp,584226.8807589584
16,343,49,ssh,503577.0828519185
15,426,84,ssh,440189.556449874
15,1086,10,audio,493750.5927434552
15,1170,74,ssh,620655.8763608002
15,860,71,ftp,630293.030326249
14,1136,63,audio,438211.9729200034
15,1006,69,web,370429.916496721
15,464,55,video,396313.5946061144
15,1465,14,web,398388.9106379844
17,1344,31,ftp,655812.9696694171
14,172,99,audio,316543.8328757834
8,1169,62,web,494031.7803474886
11,373,79,audio,339235.90946349106
11,307,41,ssh,418161.42354365514
12,223,20,video,372823.7923525003
17,1133,19,ftp,572867.1205552472
13,1452,48,web,471145.8668814507
11,1310,40,video,658270.6295901947
9,642,21,ftp,479943.88888077455
13,159,89,ftp,497121.53743911034
15,998,47,ssh,596286.8938586554
15,985,76,audio,386094.31428061554
14,881,75,audio,449223.9638502967
13,541,61,video,411037.3736102613
9,1340,14,ssh,586497.9393920217
14,1010,20,ftp,544294.376010447
12,1125,34,ssh,496154.02440439205
13,931,44,ssh,499399.49999895744
17,1107,44,video,523510.2501457899
15,1479,31,audio,595549.2223800158
15,725,46,ssh,583865.5409862803
10,1288,95,ssh,674929.8923111589
14,1097,64,ssh,614409.2605390922
8,833,84,web,298382.9868850205
8,190,81,ssh,348055.19125052524
14,266,73,ssh,420196.3026206499
17,1058,29,ftp,579478.0480961913
16,306,13,web,276560.28262639756
14,1405,27,ssh,650524.3054127144
17,1188,60,ssh,629414.5031282734
12,615,77,video,472756.7302278791
15,1280,29,video,500270.4393143463
9,846,18,web,369841.4352046099
16,405,89,ftp,470717.7274939902
13,494,35,web,234253.20236785573
16,1197,34,web,463005.80670931906
9,286,77,video,401493.67810994905
10,1460,50,video,591400.6743188004
15,722,68,ftp,554440.2011886272
8,829,54,ssh,498307.69130507536
17,339,50,ftp,484621.345903364
14,632,47,ssh,413602.4551932303
14,240,28,audio,219868.99275275425
8,1388,23,video,525158.7060263272
16,238,30,audio,296592.8417884652
15,558,24,audio,349166.6189183867
11,169,12,video,328605.08068249567
17,484,46,audio,344026.164191783
12,729,55,web,361448.9590952428
9,297,25,ssh,359670.6616336776
16,304,23,ftp,543467.9481018233
13,667,18,video,411435.68633632234
10,1081,16,web,491236.13057628385
14,904,23,ftp,579900.5795545432
16,958,15,ftp,568416.1414705892
10,981,94,ftp,548227.6011870162
9,1073,24,audio,349455.5712971153
14,739,61,audio,348727.88578019215
14,424,81,audio,301319.6845418005
11,541,43,audio,354441.0010206088
16,903,10,web,339291.7314469906
15,387,78,audio,350746.3526277249
8,325,95,video,416598.9181188343
8,1187,29,ftp,587509.5824182574
12,1066,89,web,521657.83492334024
13,1037,16,audio,371609.4509830401
10,659,16,ftp,482270.8225812536
16,813,59,web,345134.35381945106
17,597,11,ftp,556725.3303028503
13,948,56,web,270610.41848169395
11,1025,23,ssh,449344.23554110946
14,159,40,web,216432.65887745185
15,356,59,audio,403268.88605047466
16,676,70,ftp,561492.0917018653
13,338,50,ftp,390022.6272867883
13,137,23,ftp,344041.6703654885
15,124,14,video,390449.48514224763
12,509,84,video,372743.26006018795
10,560,14,audio,271851.8313775118
10,1087,73,ssh,627768.628031543
13,456,38,video,425754.85027934954
9,482,84,web,347102.9821633398
13,1281,14,audio,430697.9059867092
13,668,45,ssh,394844.71794928197
15,1171,88,web,459858.32446813525
14,1451,28,ftp,690956.3066536832
15,532,73,video,436130.0901852416
16,155,31,web,300409.19678195013
13,676,43,ssh,385011.6454995876
10,367,65,audio,348884.7525648883
17,168,26,web,176768.7477926341
10,1001,85,audio,485486.76604304207
8,892,98,ftp,543652.1647739311
12,356,65,ssh,373001.4102054744
11,771,26,ssh,441704.8646525399
16,589,83,video,367019.4899611719
16,845,91,ssh,546521.4469916733
12,148,27,web,164466.33046697715
17,415,54,web,334314.9115450139
11,512,87,web,332902.80405164586
14,533,65,ftp,593507.8526451396
13,1125,89,ssh,602816.3741770538
11,1268,59,ssh,614133.8883540037
17,1489,67,web,586304.9905913908
9,519,27,video,330916.8651986652
8,943,89,video,398687.0893588484
11,1015,90,ssh,563004.7029564197
11,533,16,ssh,348468.3265392798
8,742,85,audio,503596.9336462695
13,156,19,ssh,428474.91460394714
11,1063,78,web,514798.816665079
8,1076,94,ftp,605322.3488331565
8,1301,12,ssh,583728.6796850798
8,1416,92,ssh,596226.2284023678
15,145,53,web,274646.2402793376
17,1293,79,audio,472322.8393974472
15,1394,23,ssh,488145.3405262611
9,516,13,video,315164.46902557166
14,947,27,video,400126.3262191342
15,238,61,video,426996.33680797677
15,346,47,ftp,558483.8727540158
17,1271,89,ftp,613553.5463793444
14,329,29,ssh,464885.780376062
12,891,97,ssh,584269.2491750385
8,736,53,ssh,385211.1657640562
16,473,60,ftp,485086.6234534191
14,1203,28,ssh,545591.8138937741
9,837,77,web,388299.76993136003
13,1188,75,audio,428661.03245474934
9,187,22,video,288456.3687170259
8,1211,71,video,483403.2748025191
14,812,70,web,391067.0591692572
9,1327,39,ssh,569060.3984156036
9,700,39,ftp,477737.71480298025
12,638,60,ssh,456935.1712183961
12,313,97,ssh,522902.1416420056
14,173,57,video,312255.01819403056
8,160,42,video,240949.73908581067
15,797,83,ftp,605071.6784577982
10,1342,91,video,556723.7665288522
11,111,28,ssh,270438.30345667637
16,913,80,web,514174.8167601233
11,131,66,ftp,396576.0527206676
17,1283,28,web,436706.52730193245
12,1100,97,ssh,586491.7675954049
14,336,88,ftp,567705.8384604419
11,1304,50,web,356812.7336740502
8,657,51,ftp,510699.292471027
16,1464,96,ssh,775163.6080896814
11,1203,61,ftp,632536.4340369824
16,746,13,ssh,423933.30103482597
13,1086,13,ftp,557780.1573519674
8,919,14,ftp,541144.1264878395
10,572,50,video,455940.1957819931
9,211,96,ssh,368233.20777919696
16,1415,70,audio,589332.5898716216
8,482,84,ftp,406631.55864765553
16,116,64,web,163014.08152024727
16,592,84,video,416259.9655657525
15,1454,22,video,648701.4360936631
15,1025,23,ftp,594943.7319756885
8,216,69,audio,282190.55977833096
15,979,81,video,525203.9797786763
17,214,34,ssh,450260.3991293365
10,913,91,ftp,547588.9653731073
14,743,53,ftp,579514.2554244116
8,1459,91,audio,485755.8668072435
8,435,19,ssh,485663.632796038
17,1021,80,ssh,539180.4447851655
12,246,59,audio,244580.53484606894
12,221,53,web,258183.49067440248
15,180,23,ssh,376489.4215716162
14,784,24,web,355142.62031304673
15,761,25,web,351065.6897746159
13,474,11,ftp,410780.39005962806
13,162,39,ftp,497567.9464539742
9,603,39,video,429777.11029445543
13,767,91,ftp,631847.4975633558
12,548,40,ssh,413183.4555444788
10,967,86,ssh,557226.1772357585
13,1445,29,web,478368.42311173456
15,779,58,ssh,566200.1313100754
16,1289,44,ftp,717812.406591481
8,560,32,ftp,477652.54014790576
10,558,70,ftp,420702.4434078374
10,1312,93,audio,597883.0943543845
15,563,64,ssh,497399.37168450694
8,1011,76,video,449778.1479304429
12,478,17,ssh,434427.10691333475
10,1125,49,ssh,473945.3225773738
9,463,68,audio,374367.6533735522
15,171,41,ssh,306139.4127860423
10,737,16,web,294358.2753981459
14,1293,11,ftp,646322.7224802775
8,1328,94,ftp,704541.9855991047
13,436,15,audio,315027.2338217187
10,294,45,ftp,463048.1436806275
15,1111,41,web,416291.6545775224
13,752,54,audio,390790.702452786
9,1398,51,video,554373.8625174148
13,106,62,ftp,407747.1039573813
14,1004,18,ssh,445471.48784592823
12,1078,84,web,379183.8253151686
10,665,96,web,343238.7420555849
11,715,84,ftp,527543.949825564
11,672,58,video,410609.5458909047
13,698,11,ssh,443932.31652806426
17,869,76,video,453620.0803634091
8,1301,20,video,485545.0269511853
11,341,59,ftp,437358.4127805703
17,1326,44,ssh,622457.1570270924
11,1203,24,ftp,627268.9172234857
17,865,84,ftp,590972.485455713
8,483,40,web,205117.23721537902
16,490,71,ftp,443595.89800406084
11,995,37,audio,552371.8603687612
14,787,34,ssh,437909.24848677183
10,1249,93,web,420368.74993678083
17,146,34,ssh,407050.0151256968
10,718,84,web,353643.03047828405
15,563,92,audio,409643.28462807863
15,222,10,ftp,402264.14652339125
8,233,68,web,232527.90353197735
17,940,78,web,415067.1832120432
9,948,83,web,360493.43162293563
15,706,51,audio,403970.487088567
8,122,43,ssh,388668.27733753534
15,665,75,audio,394389.9888282336
15,865,27,web,360722.64231782116
9,1064,86,web,454208.05174379924
11,334,14,ftp,476868.01799094066
13,1095,29,audio,527696.8220481742
16,1182,75,audio,416088.48827602115
15,1287,84,video,619655.9591584695
15,925,71,ssh,575579.002270109
14,315,41,video,309217.3801123367
16,1306,67,video,587279.3958999423
9,756,59,ssh,528256.0873879
10,1034,47,ftp,538842.05387573
17,1213,64,ftp,681728.1214511404
15,410,37,ssh,469067.6837865509
13,656,83,ssh,434149.0218734256
17,1071,95,audio,489585.7153777426
16,356,90,audio,361248.41883212054
17,632,31,audio,337093.42472285224
11,151,52,audio,217242.3400453227
15,1461,92,web,506447.7699068613
17,1294,90,web,528881.9858451847
10,1190,97,ftp,668686.7000596055
10,399,45,web,209229.36354068288
15,771,61,web,392308.3942557843
12,877,45,audio,366103.01119167457
10,931,37,audio,324191.51010032825
17,331,87,ssh,426342.82144763845
8,1074,67,audio,494448.46857928677
10,1191,45,ssh,593498.0276070687
16,127,79,ssh,394821.4096313403
12,1174,18,web,382964.72582044714
17,1383,30,audio,507111.89319417847
9,690,73,web,324939.2452930398
14,884,85,audio,385878.12570770853
9,719,70,web,306394.6327399351
11,685,49,web,305721.52693201153
14,1101,65,web,355146.27707742515
11,283,13,ftp,376177.5874551213
14,1146,40,web,439725.3395743191
14,228,36,video,334075.5919970497
8,390,67,video,336061.91044033086
13,600,34,video,356428.62812310184
16,285,78,ssh,504842.49127946084
9,578,79,web,258201.0392660341
10,591,14,video,387779.6403630869
17,612,17,ssh,441506.5455963102
12,1190,18,video,508813.9646319168
16,566,24,audio,378080.48709701863
11,384,16,ftp,371287.1705396057
8,700,81,web,320169.1877923256
11,1223,24,ftp,671136.4324489923
13,288,46,ftp,533675.0946746002
12,1088,92,audio,467099.30133724347
8,989,48,audio,413884.0603608454
11,487,15,audio,420466.6514300766
13,340,92,ssh,485746.2140799599
17,516,66,video,390335.771537239
17,275,90,web,254050.82745569383
11,486,28,audio,364027.4730893634
16,952,72,web,355848.1434977135
12,1356,40,web,505586.3375669427
15,762,84,web,386114.9981875504
16,551,88,audio,410086.03820135363
17,376,19,audio,306863.30982599733
12,1352,96,video,546908.7597876795
13,1294,76,audio,584899.641543416
8,312,71,audio,275563.1359723263
14,1405,12,web,436453.24617130694
11,140,27,video,292493.1466060095
9,1245,34,ftp,620651.1066358972
12,1350,29,audio,442958.74366402754
10,393,67,audio,283856.4252896544
13,699,95,ftp,521398.3963046971
15,1390,59,web,524764.0152303424
14,640,88,video,397701.87160000554
10,550,19,web,181711.60711209732
15,1184,30,ssh,478445.2718546923
9,1270,38,audio,394480.99326621415
17,889,19,ssh,590376.9101424055
16,433,22,audio,328410.32997420256
11,990,56,ssh,556062.4543403601
8,1265,32,ftp,635824.3863560664
15,143,59,audio,285909.19591961603
14,243,96,audio,312860.93516743457
12,432,13,ssh,455126.32149090705
17,1097,76,video,549699.795715632
12,154,94,ssh,457754.8739631707
14,1430,62,audio,568041.4972644933
12,969,11,audio,378410.1863259486
15,896,77,video,467843.2988065032
13,424,74,web,250426.75967728603
12,179,88,video,400677.4010975358
16,1154,66,web,423547.45235272235
9,1084,79,audio,411376.3601600184
8,1235,16,ftp,610988.9020563411
15,657,28,ftp,515541.64468137483
10,964,53,ssh,534028.4256287582
14,816,72,video,563690.6951946921
17,571,74,video,481853.540296443
15,173,48,ftp,434950.5277150953
13,688,92,web,278178.83078969957
17,663,35,video,410101.87513956823
16,566,53,web,355252.30512726516
14,698,21,web,261547.94801690918
17,1091,31,web,525748.5148165177
12,836,86,web,370920.8281317774
15,1093,23,ssh,557542.4196604743
9,347,95,ssh,378567.7403521011
14,1243,39,ftp,662936.8878387859
11,166,53,ssh,306799.9096738884
16,672,93,video,569144.6294550729
8,1450,47,ssh,669367.5652326006
14,802,68,video,513614.8222598523
13,569,51,video,334778.54971050954
15,592,61,web,334170.66352288757
12,762,72,ftp,608854.3199007002
8,385,70,web,281655.26996788697
8,411,43,web,193594.54476831126
16,408,48,ssh,403095.31223456725
17,874,50,ssh,512203.1930997005
13,1220,46,video,501828.1082755696
17,1064,74,ssh,661238.9417855154
12,1236,88,ssh,505149.3430588372
8,555,41,audio,354295.95698294183
13,231,17,video,255084.83125357743
13,1029,27,video,436237.4256274466
10,1064,54,audio,339313.33165656414
15,1028,42,video,474147.27844205673
8,220,14,ftp,466536.5825769607
8,1320,91,ftp,662741.212123239
13,733,83,audio,343181.92265004513
17,996,45,ssh,607557.3837189656
8,871,32,ftp,591765.2131784343
13,1162,49,audio,477102.32405195426
8,665,14,ftp,581737.4579076295
13,611,43,web,349778.2062312307
10,1284,33,audio,507432.62536462944
15,388,26,video,325431.0646416855
13,299,80,ftp,496169.92428106704
8,627,90,video,421239.56388022465
12,1016,31,audio,454691.4501335513
15,1371,24,ftp,626970.7190429334
10,1341,24,video,536604.9442179493
13,1210,34,ssh,533156.9249892521
12,1205,62,ssh,474643.3950016984
13,1185,30,web,466915.22842891916
17,898,75,audio,376980.55091552413
8,1165,41,video,498859.32323912083
14,111,30,web,223850.106472452
16,932,77,audio,471228.15079315274
9,940,53,ssh,495346.0463200875
17,742,92,video,492960.5737639987
12,1238,75,ftp,668648.3534892581
17,1341,99,ssh,689448.2407875992
11,205,23,ftp,494172.06696921313
13,790,24,ftp,546709.7075749103
13,627,29,video,408102.44225088507
9,945,43,video,410163.5517324953
9,992,45,ftp,587697.3161949669
11,486,92,web,331569.1551570284
8,1349,18,ftp,609184.8407859186
16,580,80,ftp,563230.6252092018
14,507,39,video,376274.1903225329
